start	end	speaker	text	keep
2252.937	2259.504	Chris Nicholson	Sorry that was a bad internet ref-- yes.	
2259.524	2271.055	Julien Bouquet	Nicholson is a yes. Director O'Keefe.	
2276.671	2285.481	Patrick O'Keefe	Yes.	
2286.182	2301.379	Julien Bouquet	Director O'Keefe is a yes. Director Paglieri.	
2301.646	2309.435	Brett Paglieri	No.	
2309.515	2316.404	Julien Bouquet	Director Paglieri is a no. Director Ruscha.	
2316.424	2319.347	Joyann Ruscha	Yes.	
2319.367	2324.233	Julien Bouquet	Director Whitmore.	
2324.253	2325.655	Troy Whitmore	Yes.	
2327.677	2328.278	Julien Bouquet	OK. So that passes 12, 1, and 2. All right. Thank you, folks. So we have one--	
2328.781	2333.165	Jack Kroll	Chairman Bouquet, could you remind us over here? We missed who the mover and the	
2333.225	2338.851	Julien Bouquet	I had Guzman and Whitmore.	
2339.251	2340.633	Jack Kroll	OK. Thank you.	
2341.293	2342.214	Julien Bouquet	Thank you. OK. Excellent. Thank you all again for your patience. We do have one	
2342.234	2349.161	Michael Guzman	So moved, Guzman.	
2350.682	2355.447	Julien Bouquet	Guzman is the mover. Do we have a second?	
2355.865	2360.29	Ian Harwick	Second.	
2360.751	2367.62	Julien Bouquet	I have Harwick as the second. I do understand that on this item, we have some	
2370.763	2371.084	Chris Nicholson	Yes. I'd like to move to amend the ETOD policy. And I'm hoping that GM/CEO-- not	
2371.264	2371.584	Speaker	It's there.	
2372.385	2372.686	Chris Nicholson	Great. May I?	
2373.927	2375.389	Julien Bouquet	Would you like to read the motion and then we'll get a second?	
2377.632	2377.812	Chris Nicholson	Thank you. Yeah. So move to amend the policy such that Section 5 of the equitable	
2377.872	2378.613	Julien Bouquet	Excellent.	
2378.633	2380.636	Jack Kroll	Do we have a second?	
2380.676	2382.959	Julien Bouquet	And do we have a second on that?	
2383.419	2384.1	Ian Harwick	Second.	
2384.722	2385.824	Julien Bouquet	Harwick is the second. Secretary, would you like to discuss further?	
2385.864	2388.708	Chris Nicholson	Thank you. Yes. Before I get into my remarks, I'd like to ask Executive Manager Kroll	
2388.748	2391.733	Jack Kroll	Yes. So four of the written public comment items were submitted by individuals specifically	
2391.773	2394.156	Julien Bouquet	Perfect. Secretary.	
2394.677	2404.352	Chris Nicholson	Thank you. And thank you, Mr. Executive Manager Kroll. So here at RTD, we make	
2404.372	2404.732	Julien Bouquet	Thank you. Director Harwick.	
2405.013	2405.313	Ian Harwick	Yeah. So I wanted to make sure that when we're talking about TOD, that we're really	
2405.814	2406.395	Julien Bouquet	Thank you, Director Harwick. Any further discussion on this amendment? Director	
2406.795	2410.181	Joyann Ruscha	Mr. Chair, maybe you can help me here. So I had a comment, but I had a comment on	
2411.923	2412.063	Julien Bouquet	You know what? Why not? Let's give it a try.	
2412.103	2412.484	Joyann Ruscha	OK, thanks. I'm doing my best. So this morning, we got an email from staff that	
2412.785	2414.751	Julien Bouquet	Thank you. Thank you, Director Ruscha. Director Guzman.	
2414.811	2417.318	Michael Guzman	So ETOD has been discussed a number of times in the committee, and this is my	
2417.599	2419.706	Julien Bouquet	Ms. Brady. First off, thank you for your patience and greatly appreciate you sticking	
2420.006	2422.614	Chessy Brady	Of course.	
2422.634	2425.282	Julien Bouquet	You're recognized.	
2425.703	2426.305	Chessy Brady	Thank you. No, there is nothing that would stop us from doing that. As you say, the point	
2426.977	2427.678	Karen Benker	Thank you. One more quick thing. And Director Benker, Treasurer Benker, the sales	
2428.899	2429.22	Julien Bouquet	Thank you, Director. Director Paglieri.	
2429.3	2430.381	Brett Paglieri	Thank you. I'll be brief. I really like the language that highlights these things that I deeply	
2430.421	2430.862	Julien Bouquet	Thank you, Director. Treasurer Benker.	
2431.823	2432.104	Karen Benker	Just a quick question. Some of the surplus properties that we're talking about, we are	
2432.384	2432.925	Chessy Brady	Thank you. So this policy is aimed at transit oriented development. So property that RTD	
2432.985	2435.268	Karen Benker	OK.	
2435.568	2441.716	Chessy Brady	Yes.	
2441.756	2445.201	Julien Bouquet	Secretary Nicholson.	
2445.761	2449.486	Chris Nicholson	I actually have some questions for Ms. Brady. So first off, Director Paglieri raised the	
2450.107	2452.27	Julien Bouquet	Ms. Brady.	
2452.29	2453.271	Chessy Brady	Sure, yes. Deep affordability is a term in the affordable housing network that means	
2454.213	2455.014	Julien Bouquet	Secretary.	
2455.054	2456.676	Chris Nicholson	So second question. I've heard a couple of concerns about 75% as a discount. I was	
2456.716	2458.518	Julien Bouquet	Ms. Brady.	
2459.098	2460.2	Chessy Brady	Thank you. So affordable housing projects are notoriously difficult to finance. And I think	
2460.58	2461.281	Julien Bouquet	Thank you, Ms. Brady. We're going to wrap up with Director O'Keefe and then Director	
2461.301	2461.981	Patrick O'Keefe	Oh, I thought I got last word. So I support this amendment. I think it is a reasonable	
2463.944	2466.386	Julien Bouquet	Director Larsen.	
2466.807	2467.467	Matt Larsen	Thank you. I'm going to be a no vote on this. I don't agree with our transit oriented	
2468.669	2476.217	Julien Bouquet	Thank you, Director Larsen. All right. With the indication there is a no vote, I am going	
2476.958	2483.545	Karen Benker	Yes.	
2483.66	2485.122	Julien Bouquet	Director Catlin.	
2485.823	2494.014	Peggy Catlin	Yes.	
2495.776	2507.071	Julien Bouquet	Director Guissinger.	
2507.212	2507.592	Lynn Guissinger	Yes.	
2508.652	2509.316	Julien Bouquet	Director Gutschenritter.	
2510.504	2515.135	Chris Gutschenritter	Yes.	
2516.11	2516.711	Julien Bouquet	Director Guzman.	
2517.653	2517.973	Michael Guzman	No.	
2518.033	2520.798	Julien Bouquet	Director Harwick.	
2521.64	2524.204	Ian Harwick	Yes.	
2524.405	2526.829	Julien Bouquet	Director Larsen.	
2527.49	2529.714	Matt Larsen	No.	
2529.874	2532.219	Julien Bouquet	Secretary Nicholson.	
2533.24	2533.781	Chris Nicholson	Yes.	
2533.881	2535.104	Julien Bouquet	First Vice Chair O'Keefe.	
2536.166	2540.413	Patrick O'Keefe	Yes.	
2540.393	2563.279	Julien Bouquet	Director Paglieri.	
2563.259	2568.224	Brett Paglieri	Yes.	
2568.344	2570.247	Julien Bouquet	Director Ruscha.	
2570.287	2578.996	Joyann Ruscha	Sorry, no.	
2579.777	2583.24	Julien Bouquet	And finally, Second Vice Chair Whitmore.	
2584.282	2588.406	Troy Whitmore	Yes.	
2588.842	2593.869	Julien Bouquet	And I am a yes. That amendment will pass 10, 2-- excuse me. 10, 3, and 2. Yes. 10	
2594.69	2596.932	Joyann Ruscha	It's being brought forth by Directors Ruscha and Guzman, and I--	
2597.653	2608.167	Michael Guzman	I can make the motion. Sorry.	
2608.147	2611.492	Joyann Ruscha	I think he has the language in front of him.	
2612.253	2619.585	Julien Bouquet	Director Guzman.	
2620.186	2631.403	Michael Guzman	Thank you, Mr. Chair. We would like to make a motion to add the language to the end	
2631.383	2643.481	Jack Kroll	Just to clarify, Director Guzman, as I understood you reading that into the record, the	
2644.383	2653.016	Michael Guzman	Correct.	
2653.797	2654.097	Julien Bouquet	So the language we see, this would substitute the language? OK, perfect.	
2654.558	2655.94	Michael Guzman	Simplifying it to the bare minimum to get this done.	
2656.375	2659.039	Julien Bouquet	Director Ruscha.	
2659.46	2660.06	Joyann Ruscha	I was happy to speak to the motion, but I wasn't sure if we were-- I'm tired. Is that OK?	
2660.721	2661.623	Julien Bouquet	Mhm.	
2662.043	2663.886	Joyann Ruscha	OK.	
2663.926	2679.649	Julien Bouquet	We got Guzman as the mover and Ruscha as the second, and we're up for	
2679.629	2692.12	Joyann Ruscha	OK.	
2692.64	2694.002	Julien Bouquet	You're up, Director Ruscha.	
2694.183	2697.449	Joyann Ruscha	Thank you sir. OK. So just for everyone's edification, we struck the first sentence. It	
2697.489	2699.432	Julien Bouquet	Questions or comments on this amendment? Director Catlin, then Secretary	
2700.013	2702.718	Peggy Catlin	I appreciate the thought going into this, but I believe that the first amendment that we	
2703.019	2705.283	Julien Bouquet	Yeah, Ms. Brady.	
2706.064	2714.479	Chessy Brady	Would you like me to comment? So this is a bare minimum requirement that Denver	
2714.847	2720.033	Peggy Catlin	If I might? That's kind of my point. It seems a little bit redundant.	
2720.613	2725.799	Julien Bouquet	Secretary Nicholson.	
2726.54	2727.041	Chris Nicholson	I'd like to offer an amendment, if that's all right.	
2727.201	2728.362	Julien Bouquet	To the Amendment?	
2729.483	2735.99	Chris Nicholson	Thank you.	
2736.111	2738.273	Julien Bouquet	Just to clarify, that was a question. You would like to offer an amendment to the	
2738.607	2743.333	Chris Nicholson	Yes. Sub-amendment.	
2743.874	2757.713	Julien Bouquet	Mr. Kroll?	
2759.127	2766.416	Jack Kroll	Technically, the initial motion on the table is to amend the ETOD policy, and this is an	
2767.357	2772.243	Julien Bouquet	Rock on. Secretary.	
2772.263	2781.754	Chris Nicholson	Yeah. So at that point, I would say I'd have to be a no for the very simple reason.	
2782.315	2786.4	Julien Bouquet	Thank you, Secretary. Treasurer Benker and then Director Ruscha.	
2786.752	2793.682	Karen Benker	Just real quick. Have you perhaps considered something more positive, saying	
2794.102	2801.893	Julien Bouquet	Director Ruscha or Director Guzman.	
2802.094	2815.813	Karen Benker	Again, sort of an amendment, but just a thought.	
2816.266	2822.801	Joyann Ruscha	So I just want to address what Secretary Nicholson said. I might have missed part of	
2823.462	2833.023	Julien Bouquet	Nicholson.	
2833.063	2833.785	Chris Nicholson	Thank you. And then I guess the only question I have for-- and this is actually for Ms.	
2834.288	2835.591	Julien Bouquet	Ms. Brady.	
2836.432	2837.234	Chessy Brady	Yes. In a jurisdiction that doesn't currently require accessible units-- and Director Ruscha	
2838.055	2845.43	Julien Bouquet	Thank you, Ms. Brady. Secretary.	
2846.151	2850.299	Chris Nicholson	Yeah. Just, I guess for Director Ruscha or Director Guzman. Are there any	
2853.506	2854.187	Julien Bouquet	Either Directors.	
2855.568	2855.909	Joyann Ruscha	Yeah. I think I'm pretty smart, but I'm not qualified to talk about 53 separate	
2856.249	2862.739	Julien Bouquet	Thank you, Director Ruscha. Any further conversation on this amendment. Director	
2863.38	2874.977	Michael Guzman	I will offer this last thing, and then we probably should go to a vote. But very simply	
2875.801	2881.987	Julien Bouquet	Director Harwick.	
2882.388	2883.248	Ian Harwick	I always have to follow you, Director Guzman. But obviously, I'm very in support. Any time	
2883.589	2884.67	Julien Bouquet	Secretary, less than 30 seconds.	
2885.591	2886.812	Chris Nicholson	This question is for Chessy. My understanding with this language is that it applies to	
2886.832	2887.112	Julien Bouquet	Ms. Brady.	
2887.293	2888.314	Chessy Brady	I am not the biggest expert on this in the room, but I would say that equitable-- I do know	
2891.697	2895.521	Julien Bouquet	Thank you, Ms. Brady. Let's do the roll call vote. Again, this is the amendment offered	
2895.661	2897.102	Peggy Catlin	No.	
2901.767	2902.388	Julien Bouquet	Director Guissinger.	
2902.408	2904.029	Lynn Guissinger	Yes.	
2904.189	2905.791	Julien Bouquet	Director Gutschenritter.	
2908.319	2912.85	Chris Gutschenritter	Yes.	
2914.574	2914.955	Julien Bouquet	Director Guzman.	
2915.657	2915.978	Michael Guzman	Yes.	
2916.018	2920.549	Julien Bouquet	Director Harwick.	
2920.95	2926.463	Ian Harwick	Yep.	
2926.713	2935.524	Julien Bouquet	Director Larsen.	
2936.125	2938.628	Matt Larsen	No.	
2938.668	2943.274	Julien Bouquet	Director Nicholson.	
2943.755	2946.238	Chris Nicholson	Yes.	
2946.738	2947.219	Julien Bouquet	Director O'Keefe.	
2950.827	2953.209	Patrick O'Keefe	No.	
2953.229	2954.21	Julien Bouquet	Director Paglieri.	
2954.631	2961.557	Brett Paglieri	No.	
2962.037	2964.56	Julien Bouquet	Director Ruscha.	
2965.0	2968.223	Joyann Ruscha	Yes.	
2968.443	2970.265	Julien Bouquet	Director Whitmore.	
2970.365	2976.451	Troy Whitmore	Yes.	
2976.491	2978.272	Julien Bouquet	I'm also a yes. So that'll pass. 1, 2, 3, 4. I think I got 10 yeses, 3 nos, and 2 absent.	
2978.473	2978.893	Jack Kroll	There are 4 nos.	
2980.139	2984.505	Julien Bouquet	Excuse me, four nos. Thank you.	
2984.525	2998.385	Jack Kroll	So 9, 4, and 2.	
3000.308	3009.1	Julien Bouquet	9, 4 and 2. My apologies. We'll save that for the record. OK. Now moving on back to	
3009.451	3022.069	Karen Benker	Yes.	
3022.75	3033.045	Julien Bouquet	Director Catlin.	
3033.515	3044.527	Peggy Catlin	Yes.	
3044.547	3060.045	Julien Bouquet	Director Guissinger.	
3060.498	3067.786	Lynn Guissinger	Yes.	
3068.547	3073.933	Julien Bouquet	Director Gutschenritter.	
3074.573	3089.83	Chris Gutschenritter	Yes.	
3090.215	3097.98	Julien Bouquet	Director Guzman.	
3098.382	3106.715	Michael Guzman	Yes.	
3107.175	3111.582	Julien Bouquet	Director Harwick.	
3112.403	3120.255	Ian Harwick	Yes.	
3120.539	3126.311	Julien Bouquet	Director Larsen.	
3128.335	3141.383	Matt Larsen	No.	
3141.599	3146.569	Julien Bouquet	Director Nicholson.	
3147.11	3162.983	Chris Nicholson	Yes.	
3163.823	3177.801	Julien Bouquet	Director O'Keefe.	
3177.841	3192.379	Patrick O'Keefe	Yes.	
3192.73	3197.755	Julien Bouquet	Director Paglieri.	
3198.115	3204.121	Brett Paglieri	Yes.	
3205.482	3214.311	Julien Bouquet	Director Ruscha.	
3214.851	3221.117	Joyann Ruscha	Yes.	
3221.435	3236.093	Julien Bouquet	Director Whitmore.	
3236.614	3244.624	Troy Whitmore	Yes.	
3244.908	3251.398	Julien Bouquet	I am also a yes. It will pass. 12 yes, 1 no, 2 absent. Thank you. All right. Moving on.	
3251.439	3272.232	Speaker	Amen, buddy.	
3272.701	3276.885	Julien Bouquet	Director Guzman.	
3277.326	3288.898	Michael Guzman	I got one quick. Sorry. Thank you, Mr. Chair, for approving the travel consideration	
3288.918	3293.543	Julien Bouquet	Secretary-- thank you, Director Guzman. Secretary Nicholson.	
3294.184	3301.071	Chris Nicholson	I just wanted to flag that this weekend is the reopening of Downtown Celebration on	
3303.194	3315.85	Julien Bouquet	Any other matters? OK. I got a quick one. It's only going to take 19 minutes. Just	
3317.092	3329.708	Chris Gutschenritter	Second.	
3330.228	3332.932	Julien Bouquet	And a second from Gutschenritter. You guys all have a lovely night. Thank you all for	
3334.013	3338.539	Cc		
3338.559	3348.253	Cc		
3350.977	3360.049	Cc		
3360.451	3365.917	Note	Westminster is governed by the Colorado Open Records Act (CORA). This means that public	
3366.417	3370.181	Warning	This email originated from outside of the RTD organization. The sender could not be validated and may not match the	
3370.621	3382.994	Re	AOD	
3383.294	3386.998	Date	May 22, 2025	
3388.683	3403.228	To	Regional Transportation District Board of Directors	
3404.049	3411.822	From	Colorado Cross Disability Coalition	
3412.139	3414.021	Warning	This email originated from outside of the RTD organization. The sender could not be validated and may not match the	
3414.342	3419.348	Re	RTD concerns.	
3420.209	3422.672		You guys are real people, not figments of our imagination.	
3422.692	3424.415		So I wanted to ensure I did that here.	
3424.475	3429.942		So with that, I will yield the floor so we can move on to the rest of the matters that we have before.	
3429.962	3431.564		So thank you very much, Mr. Chair.	
3434.307	3436.089		Thank you, GMCO Johnson.	
3436.97	3439.834		Any comments or questions for GMCO Johnson?	
3443.003	3443.404		 Yeah.	
3448.41	3449.071		Very exciting.	
3449.411	3450.953		And Kelly, welcome to the team.	
3451.474	3451.834		Thank you.	
3454.658	3455.038		All right.	
3455.559	3456.28		Moving on.	
3456.3	3459.364		Uh, they, we're going to move on to unanimous consent.	
3459.764	3470.057		Uh, there are three items on the unanimous consent agenda listed under section 16 actions A through C. Those items are the security operations budget transfer.	
3470.273	3477.692		 The 2025-2028 Title VI Program Update, and the Allied Universal Security Services Contract Extension for one year.	
3477.712	3485.532		I do understand that Director Banker would like to offer some amendments to Item B, the 2025-2028 Title VI Program Update.	
3485.95	3491.237		 And such I will remove, I will move that to a recommended actions, actions, excuse me.	
3491.817	3500.728		If anyone else has a change to discussion on or questions about any of the remaining unanimous consent items, please feel free to advise the chair at this time.	
3501.109	3506.656		And I'll of course be happy to pull the item from unanimous consent for consideration under recommended action.	
3507.757	3508.498		Director Nicholson.	
3510.721	3513.484		The Allied Universal Security Contract, please pull that.	
3514.085	3514.185		Okay.	
3514.537	3520.383		 So item B will be removed and placed into recommended action.	
3521.444	3527.771		Excuse me, former item C, as I look in real time here, the Allied Universal Security.	
3527.971	3531.635		Are we okay with security operations, budget transfer?	
3536.08	3540.505		I would move to approve the remainder of the unanimous consent agenda.	
3540.885	3541.506		Second.	
3541.672	3544.635		 Okay, I have Whitmore and then Roush as the second.	
3545.636	3566.078		Okay, so this is item A for the Board of Directors to approve a budget transfer of $3,845,437.10 between Operated Expenses Lines for Transit Security Services.	
3568.64	3571.223		Is there any no votes on that?	
3573.548	3573.848		 Okay.	
3575.47	3577.954		Seeing none, that item will pass 14-0-1.	
3577.974	3584.602		All right, now we're moving on to our recommended action items.	
3585.363	3591.471		And we're gonna have first on our list, the Allied Universal Security Surface Contract Extension for one year.	
3591.511	3594.295		Is there a motion?	
3595.296	3595.697		So moved.	
3596.117	3596.738		Okay, Nicholson.	
3598.135	3598.576		 In a second.	
3599.637	3600.077		And Russia.	
3601.8	3602.04		All right.	
3602.22	3602.941		Any discussion.	
3604.122	3604.723		Director Nicholson.	
3605.384	3605.564		Yeah.	
3605.584	3608.968		So I just have a quick question about this one that came from a constituent.	
3610.57	3617.759		How many people do we have working from working on our security side from Allied?	
3618.26	3622.906		And how many do we have from, you know, RTDPD right now?	
3623.727	3624.007		Thank you.	
3625.248	3625.389		Ms.	
3625.409	3625.729		Johnson.	
3626.333	3629.765		 Yes, I will yield the floor to Chief Martin Gano who can address that question.	
3629.805	3630.146		Thank you.	
3632.736	3633.458		Chief Martin Gano.	
3634.535	3637.481		 I am trying to figure out whether we're going to be hot chat for me.	
3638.322	3638.683		Yes.	
3638.703	3638.923		Yeah.	
3638.943	3644.214		So technically, in regards to how many ally personnel, it's an hourly contract.	
3644.554	3647.52		So you'd have to take the amount of the hours and obviously divided by 40.	
3648.181	3651.848		It roughly equates to the recommended action for next year.	
3651.868	3653.812		I think it's about 9100 hours.	
3653.872	3656.998		So roughly equates about 180 security officers.	
3656.978	3662.706		 Right now we currently have 87 on our staff in regards to post certified police officers.	
3663.046	3668.453		We have a couple in training and one in the academy who should be probably about 90 by the end of next month.	
3669.955	3670.796		Thank you, secretary.	
3673.76	3675.202		This is for GMCO Johnson.	
3676.023	3678.767		What are there any.	
3680.249	3684.837		 plans in place or is and please feel free to not answer this as we can't.	
3685.959	3692.07		But I know there's been a drawdown over the last few years in our reliance on allied security.	
3692.11	3698.882		Is there anything in this contract or in your planning around this contract or.	
3698.862	3713.822		 anything that can give us guidance on whether we expect that to continue after authorizing this, or are we expecting to stay at, you know, 90, 90 something hundred or 180 people over the next few years?	
3714.843	3715.084		Yes.	
3715.524	3716.806		Thank you very much for the question.	
3716.946	3720.972		As chief indicated, this is a contract extension and there's hours that are specified.	
3721.072	3726.439		Hence, in reference to the dollar amount that we have here, I would have to come back to the board.	
3726.824	3732.632		 as it relates to any type of authorization as we're doing now currently with this contract extension, if that were to be modified.	
3732.873	3750.197		So on this point in time, it would stay the same unless there's some extenuating circumstances whereby we go out for a solicitation and we're not able to ensure that we're meeting the timeline before, since that's why we're here now with the contract extension quite naturally in doing so.	
3750.278	3754.063		We have to ensure that we have the appropriate staffing levels.	
3754.398	3759.584		 So, I'm talking around and around in circles right now, but the answer would be no at this point in time.	
3761.165	3761.546		Secretary.	
3763.668	3764.729		Perfect.	
3765.17	3766.091		Second Vice Chair Whitmore.	
3767.172	3773.519		So, Chief, jog my memory on our goal for the end of the year for sworn officers.	
3773.599	3774.8		It's not 90, right?	
3774.82	3776.302		It's continuing to grow.	
3776.862	3777.503		Chief Morrigano.	
3777.601	3779.584		 Yeah, so we are budgeted for 150.	
3780.024	3782.667		We're still in the process of growing to those numbers.	
3784.31	3790.858		So obviously with applications, background checks, everything else, we're heading positively to that.	
3790.918	3792.88		We're putting in more in the academy here in June.	
3792.941	3795.404		We'll continue to get lateral transfers.	
3795.904	3799.829		I'm sorry, lateral applications from other agencies, officers of experience.	
3799.849	3802.713		So we're hoping to hit that 150 goal by the end of year.	
3802.733	3803.234		All right.	
3803.254	3803.955		Thank you very much.	
3803.975	3806.458		I did have the right memory up here.	
3806.538	3807.439		Thank you, Mr. Chair.	
3807.487	3809.028		 Absolutely.	
3809.128	3812.351		Any further, well, any further questions or discussions on this?	
3813.292	3813.853		Yeah, Director Riesha.	
3815.694	3816.035		Thank you, sir.	
3816.115	3837.274		So I just wanted to note in the in the past upon request, the agency has provided a breakdown of how many just like our security personnel from, you know, our city to contracted and even break down in terms of with our contracted Allied Force like	
3838.402	3843.989		 the ones that are authorized to have firearms versus not, and our mental health staff and stuff.	
3844.009	3850.296		So that's something that I think the agency, I'm sure the agency would be happy to provide like that breakdown chart.	
3850.376	3852.239		I think it's been a little over a year since we've had one.	
3852.719	3861.249		So I just wanted to offer that to those who are interested and just to piggyback on Secretary Nicholson's comments.	
3862.431	3862.711		Thank you.	
3863.372	3864.013		Thank you, Director.	
3866.335	3866.435		Okay.	
3866.456	3867.717		Any further comments or questions?	
3869.317	3870.118		 Okay, seeing none.	
3870.238	3872.161		So I did have, thank you, Chief.	
3872.962	3876.066		I did have Nicholson as the mover and Roush as the second.	
3876.566	3878.569		Are there any no votes on this item?	
3882.814	3886.739		Okay, seeing none, the item will pass 14-0-1 absent.	
3887.58	3891.866		We are hitting our two hour mark, so we are gonna take a break for our cart employee.	
3892.947	3896.151		Let's shoot to be back here at nine o'clock.	
3896.291	3897.012		Would that be enough time?	
3898.409	3898.749		 Nope.	
3898.77	3899.35		Okay.	
3899.37	3899.571		Okay.	
3899.591	3900.592		Let's do 905 then.	
3901.153	3901.714		Thank you.	
3901.734	3902.675		Thank you.	
3902.695	3927.69		We'll back at 905.	
3927.94	3954.935		 We've got it.	
3954.955	3955.215		We've got it.	
3955.235	3955.435		All right.	
3955.455	3955.736		There are two.	
3955.756	3955.956		All right.	
3957.809	3968.376		 not.	
3988.994	3990.536		 Yeah.	
3990.836	3991.277		Yeah.	
3991.377	4011.103		Yeah.	
4023.976	4025.038		 Yeah.	
4025.058	4027.322		Yeah.	
4027.943	4047.317		Yeah.	
4065.252	4070.622		 You know what it is.	
4111.996	4113.899		 Okay.	
4114.38	4115.702		But yeah.	
4117.064	4119.828		Yeah.	
4120.449	4139.86		I hear.	
4144.7	4172.057		 We had a tower backed up on Friday night.	
4172.408	4178.217		 And, uh, Senator, if you're in the hot quarter, so you know, it's not a big deal.	
4178.278	4183.626		So, but if my daughter's school, no, they're out there, like an ankle thing.	
4183.767	4185.169		I don't know.	
4186.591	4187.272		I don't know.	
4187.412	4188.294		I don't know.	
4188.314	4189.776		I don't know.	
4189.796	4191.94		I don't know.	
4192.18	4193.783		I don't know.	
4193.963	4195.065		I don't know.	
4195.125	4196.187		I don't know.	
4196.367	4197.589		I don't know.	
4212.25	4217.678		 Thank you.	
4219.941	4240.452		Thank you.	
4240.87	4258.963		 You do it.	
4317.247	4326.719		 We're out of time.	
4327.079	4334.428		We're out of time.	
4334.548	4345.802		We're out of time	
4356.532	4357.97		 I'm sorry.	
4391.024	4418.905		 Okay.	
4432.013	4452.233		 Thank you very much.	
4506.635	4507.924		 Yeah, we're gonna get started.	
4508.186	4511.43		Have you seen Jack?	
4546.814	4572.809		 All right, folks, we're at 906.	
4573.931	4575.032		We're going to get started.	
4579.433	4580.655		 Director Bouquet, how do you vote?	
4581.015	4581.536		I mean, yes.	
4585.262	4591.852		We have a quorum of me and Director Packillary and Director Nicholson and Director Harwick.	
4607.075	4607.415		All right.	
4607.581	4609.083		 Thank you everyone for your patience.	
4609.483	4612.807		We are now moving on to our next recommended action for tonight.	
4614.069	4626.664		And that is going to be the recommended action of the 2025-2028 Title VI program update to comply with federal laws, regulations, and guidelines related to Title VI of the Civil Rights Act of 1964.	
4627.165	4628.687		Do we have a motion?	
4629.768	4630.289		So moved.	
4630.849	4631.911		I have Catlin as the mover.	
4632.932	4633.633		Second, Guzman.	
4633.933	4635.495		Guzman is the second.	
4636.96	4641.367		 I do understand that Director Banker has two amendments she would like to offer on this item.	
4641.747	4644.271		Director Banker will take your amendments one at a time.	
4645.814	4647.777		What is your first amendment, Director Banker?	
4648.338	4649.159		Thank you very much.	
4649.86	4656.37		And I'm glad everybody is now, you know, second wind and we're ready to go on to our	
4657.244	4659.409		 I don't know, six or seventh hour of meeting.	
4660.371	4663.76		Actually, I will tell you I have three.	
4663.8	4665.043		We'll see how things go.	
4665.083	4666.165		They're short.	
4667.168	4669.674		The first one, well, let me give you a little bit of background.	
4669.774	4670.636		Okay.	
4670.656	4675.708		So the background is I met with my four cities back in February and March.	
4675.688	4680.192		 And of course, you meet with them and you say hi and you say, okay, what are your needs?	
4680.272	4681.093		What are your wants?	
4682.154	4691.943		I met with all of them and they all gave me a list of basically trying to restore service that was removed during the pandemic.	
4691.963	4702.533		And so, of course, as my job as director, I'm trying to work with our staff to try to get that service restored.	
4703.373	4703.974		And so,	
4705.726	4729.371		 One of my questions or issues is I am guessing that when the RTD Board had to make the hard decisions of how to cut service almost in half because of this highly unusual pandemic, perhaps some of these cuts were not done equally across all 15 districts.	
4729.587	4734.775		 Director Banker, I'm sorry to interrupt, just so that we keep in order, could we get a second on?	
4735.155	4736.838		Could you read the motion and then we get a second?	
4736.858	4750.378		Yes, the motion is change the threshold for disproportionate burden and disparate impact from 10% to 20% as it relates to major service changes and consistent with the FTA circular 4702.1B.	
4752.02	4758.43		And I believe the version that will be voted on is actually the version that	
4759.0	4760.842		 Mr. Kroll put up for us.	
4761.924	4764.147		So that's, that's the language right there.	
4764.187	4771.517		The first motion is to move the move to amend the 2025, 2028 title six program update, such that the threshold for triggering either.	
4771.977	4780.088		Disappointed Burton or disparate in that fine late night, finding a rising from a major service change from 10% to 20%.	
4781.77	4782.591		Do I have a second?	
4783.072	4783.433		Second.	
4783.453	4785.575		Pagliari is the second.	
4786.457	4786.797		Thank you.	
4787.637	4794.125		 So just to continue a little bit more background and then we can start, I guess, the debate here.	
4795.066	4802.115		I'm just trying to get service restored that was eliminated during the pandemic.	
4802.936	4817.475		And there have been a couple of times now when I have requested and the answer that I have gotten several times is, well, it's going to depend on how the equity analysis calculations come out.	
4817.455	4832.292		 I'm just trying to find ways where we can perhaps start to restore some of the service that had been eliminated during the pandemic and perhaps do it a little bit quicker and	
4833.605	4837.794		 and also try to make it not quite so difficult.	
4838.215	4849.538		So then what happened, of course, is everyone received about a week, 10 days ago, a letter from the city and county of Broomfield, and their transportation staff went through	
4849.518	4857.468		 our items quite closely and they sent us all a letter with recommended changes.	
4858.209	4868.021		So I've gone through with their changes and that's where I've come up with the three amendments that I'd like to at least talk to the board, see what your thoughts are.	
4868.642	4871.225		You know, hopefully it'll pass, but we'll see what happens.	
4871.666	4877.533		But it's just basically what City and County of Broomfield had found when they did their research is that	
4877.513	4886.844		 the RTD is using some very conservative calculations compared to some of the other large transit agencies.	
4887.525	4892.992		And so I did send you also a copy of the city and county of Broomfields letter just to refresh your memory.	
4893.993	4901.162		And so I would like to put forth that the first amendment would be changing the threshold from 10% to 20%.	
4901.182	4902.663		Thank you, Treasurer Baker.	
4902.804	4905.647		So again, the discussion right now is on the motion	
4906.319	4908.643		 This first motion, the first amendment.	
4908.984	4909.805		Director Catlin.	
4913.411	4914.313		Thank you, Mr. Chair.	
4914.934	4917.759		I'd like to ask GM CEO Johnson.	
4918.54	4931.422		I heard from someone I don't remember now because it's getting late, but someone said that some of those assumptions made by City and County Broomfield were incorrect.	
4931.482	4931.622		Ms.	
4931.662	4932.023		Johnson.	
4932.307	4933.428		 Yes, thank you very much.	
